taxlevel	rankID	taxon	daughterlevels	total	AB1382_L5	AB1383_L5	AB2284_L1	AB2285_L1	AB2286_L1	AB2287_L1	AB2288_L1	AB2289_L1	AB2290_L1	AB2291_L1	AB2292_L1	AB2293_L1	AB2294_L1	AB2295_L1	AB2296_L1	AB2297_L1	AB2298_L1	AB2299_L1	AB2300_L1	AB2301_L1	AB2302_L1	AB2303_L1
7	0.1.21.4.3.3.1.1	Desulfovibrio_africanus	0	17	0	0	1	0	0	0	0	0	1	0	0	4	0	0	1	0	5	3	0	0	1	1
7	0.1.21.4.3.3.1.2	Desulfovibrio_burkinensis	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0
7	0.1.21.4.3.3.1.3	Desulfovibrio_desulfuricans	0	16274	1	1	507	1863	0	579	325	167	1491	2261	456	561	1338	2098	203	250	225	545	604	768	1102	929
7	0.1.21.4.3.3.1.4	Desulfovibrio_lacusfryxellense	0	59	0	0	0	0	0	3	8	0	3	2	3	11	4	0	7	0	0	0	9	3	4	2
7	0.1.21.4.3.3.1.5	Desulfovibrio_longreachensis	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0
7	0.1.21.4.3.3.1.6	Desulfovibrio_oxamicus	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.7	Desulfovibrio_oxyclinae	0	83	0	0	0	0	0	1	7	1	2	9	27	3	14	4	4	6	2	0	0	1	0	2
7	0.1.21.4.3.3.1.8	Desulfovibrio_psychrotolerans	0	9	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.9	Desulfovibrio_putealis	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0
7	0.1.21.4.3.3.1.10	Desulfovibrio_species	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.11	Desulfovibrio_species_ABHU1SB	0	2933	0	0	166	703	0	157	83	44	25	68	98	85	82	71	90	28	208	847	31	21	74	52
7	0.1.21.4.3.3.1.12	Desulfovibrio_species_DMSS_1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.13	Desulfovibrio_species_FW1012B	0	20	0	0	1	0	0	0	8	1	0	0	0	5	0	0	0	0	0	0	3	1	1	0
7	0.1.21.4.3.3.1.14	Desulfovibrio_species_Mic1c01	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.15	Desulfovibrio_species_UNSW3caefatS	0	1004	0	0	29	124	0	69	60	35	28	25	51	65	40	65	19	9	78	222	28	12	22	23
7	0.1.21.4.3.3.1.16	Desulfovibrio_species_enrichment_culture_clone_AP_FeEnrich14	0	7	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
7	0.1.21.4.3.3.1.17	Desulfovibrio_species_enrichment_culture_clone_Jdgsrb008	0	9	0	0	0	1	0	0	2	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0
7	0.1.21.4.3.3.1.18	Desulfovibrio_species_enrichment_culture_clone_Jdgsrb032	0	7817	3	1	475	1168	0	595	745	368	71	129	233	279	377	430	250	302	663	1035	330	245	43	75
7	0.1.21.4.3.3.1.19	Desulfovibrio_species_enrichment_culture_clone_Jdgsrb047	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.20	Desulfovibrio_species_enrichment_culture_clone_KWE30_47	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.3.3.1.21	Desulfovibrio_species_enrichment_culture_clone_L11_2_55	0	136	0	0	7	2	0	2	4	6	6	9	5	0	4	4	1	7	3	14	32	25	5	0
7	0.1.21.4.3.3.1.22	Desulfovibrio_vulgaris	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.21.4.4	Myxococcales	5	141	2	0	3	8	0	2	9	9	20	3	9	22	12	2	3	7	2	0	2	17	4	5
5	0.1.21.4.4.1	Cystobacteraceae	1	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2
6	0.1.21.4.4.1.1	Cystobacter	1	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2
7	0.1.21.4.4.1.1.1	Cystobacter_fuscus	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	2
5	0.1.21.4.4.2	Kofleriaceae	1	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
6	0.1.21.4.4.2.1	Kofleria	1	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
7	0.1.21.4.4.2.1.1	Kofleria_flava	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0
5	0.1.21.4.4.3	Myxococcaceae	2	7	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0
6	0.1.21.4.4.3.1	Corallococcus	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7	0.1.21.4.4.3.1.1	Corallococcus_coralloides	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
6	0.1.21.4.4.3.2	Myxococcus	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
7	0.1.21.4.4.3.2.1	Myxococcus_species_0558_ZXW19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
7	0.1.21.4.4.3.2.2	Myxococcus_xanthus	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
5	0.1.21.4.4.4	Nannocystaceae	1	49	0	0	0	0	0	2	1	0	8	3	9	15	0	1	0	0	0	0	0	5	4	1
6	0.1.21.4.4.4.1	Nannocystis	2	49	0	0	0	0	0	2	1	0	8	3	9	15	0	1	0	0	0	0	0	5	4	1
7	0.1.21.4.4.4.1.1	Nannocystis_exedens	0	18	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	2	1
7	0.1.21.4.4.4.1.2	Nannocystis_species_0558_ZXW50	0	31	0	0	0	0	0	2	1	0	8	3	0	9	0	1	0	0	0	0	0	5	2	0
5	0.1.21.4.4.5	Polyangiaceae	3	72	2	0	2	8	0	0	8	9	9	0	0	4	10	1	0	3	2	0	2	10	0	2
6	0.1.21.4.4.5.1	Chondromyces	2	5	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.4.5.1.1	Chondromyces_crocatus	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.4.5.1.2	Chondromyces_robustus	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.4.4.5.2	Jahnella	1	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
7	0.1.21.4.4.5.2.1	Jahnella_thaxteri	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
6	0.1.21.4.4.5.3	Sorangium	1	63	0	0	2	5	0	0	8	9	9	0	0	0	10	1	0	3	2	0	2	10	0	2
7	0.1.21.4.4.5.3.1	Sorangium_cellulosum	0	63	0	0	2	5	0	0	8	9	9	0	0	0	10	1	0	3	2	0	2	10	0	2
4	0.1.21.4.5	Syntrophobacterales	2	162	0	0	2	1	0	6	12	10	10	14	28	2	9	14	2	16	0	4	14	9	4	5
5	0.1.21.4.5.1	Syntrophaceae	1	158	0	0	2	1	0	6	12	10	10	14	28	2	9	14	2	16	0	0	14	9	4	5
6	0.1.21.4.5.1.1	Syntrophus	2	158	0	0	2	1	0	6	12	10	10	14	28	2	9	14	2	16	0	0	14	9	4	5
7	0.1.21.4.5.1.1.1	Syntrophus_species	0	37	0	0	0	1	0	6	2	2	7	0	10	1	1	3	0	1	0	0	0	2	0	1
7	0.1.21.4.5.1.1.2	Syntrophus_species_enrichment_culture_clone_MB1_1	0	121	0	0	2	0	0	0	10	8	3	14	18	1	8	11	2	15	0	0	14	7	4	4
5	0.1.21.4.5.2	Syntrophobacteraceae	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
6	0.1.21.4.5.2.1	Desulfosoma	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
7	0.1.21.4.5.2.1.1	Desulfosoma_profundi	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
3	0.1.21.5	Epsilonproteobacteria	2	378609	64739	5661	9572	14607	5	6844	9787	7252	12753	11414	4230	12382	19407	33094	13569	7728	40573	28196	13426	19116	28571	15683
4	0.1.21.5.1	Campylobacterales	2	378597	64739	5661	9572	14607	5	6844	9787	7252	12753	11414	4230	12379	19407	33094	13569	7728	40573	28187	13426	19116	28571	15683
5	0.1.21.5.1.1	Campylobacteraceae	3	962	0	0	105	127	0	3	3	4	99	111	7	5	8	0	150	141	3	9	6	3	93	85
6	0.1.21.5.1.1.1	Arcobacter	1	23	0	0	0	0	0	1	3	2	1	0	0	0	7	0	2	0	0	0	2	1	2	2
7	0.1.21.5.1.1.1.1	Arcobacter_species_ONE_2	0	23	0	0	0	0	0	1	3	2	1	0	0	0	7	0	2	0	0	0	2	1	2	2
6	0.1.21.5.1.1.2	Campylobacter	5	924	0	0	103	126	0	2	0	2	98	111	7	5	1	0	145	141	3	5	4	2	88	81
7	0.1.21.5.1.1.2.1	Campylobacter_coli	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
7	0.1.21.5.1.1.2.2	Campylobacter_curvus	0	483	0	0	64	61	0	0	0	0	59	55	0	0	0	0	70	77	0	0	0	0	52	45
7	0.1.21.5.1.1.2.3	Campylobacter_fetus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
7	0.1.21.5.1.1.2.4	Campylobacter_lanienae	0	38	0	0	3	5	0	2	0	2	2	0	7	5	1	0	0	0	0	3	4	2	0	2
7	0.1.21.5.1.1.2.5	Campylobacter_speciestorum	0	398	0	0	36	60	0	0	0	0	37	56	0	0	0	0	75	64	0	0	0	0	36	34
6	0.1.21.5.1.1.3	Sulfurospeciesrillum	2	15	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	3	2
7	0.1.21.5.1.1.3.1	Sulfurospirillum_species_C6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
7	0.1.21.5.1.1.3.2	Thermobaculum_species_enrichment_culture_clone_VanCtr100	0	13	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	3	0
5	0.1.21.5.1.2	Helicobacteraceae	2	377635	64739	5661	9467	14480	5	6841	9784	7248	12654	11303	4223	12374	19399	33094	13419	7587	40570	28178	13420	19113	28478	15598
6	0.1.21.5.1.2.1	Helicobacter	18	377632	64739	5661	9467	14480	5	6841	9784	7248	12654	11303	4223	12374	19399	33094	13419	7587	40570	28178	13420	19113	28475	15598
7	0.1.21.5.1.2.1.1	Candidatus_Helicobacter_bovis	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	6	0	0
7	0.1.21.5.1.2.1.2	Helicobacter_apodemus	0	15	0	0	4	3	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0
7	0.1.21.5.1.2.1.3	Helicobacter_bilis	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
7	0.1.21.5.1.2.1.4	Helicobacter_canicola	0	18	0	0	0	0	0	4	3	0	3	0	6	0	0	1	0	0	0	0	0	0	1	0
7	0.1.21.5.1.2.1.5	Helicobacter_canis	0	32	0	0	0	5	0	4	0	3	5	5	0	3	0	1	2	0	0	0	4	0	0	0
7	0.1.21.5.1.2.1.6	Helicobacter_ganmani	0	11857	3	3	385	1429	0	743	254	229	580	512	235	617	552	1228	386	219	1307	1593	219	227	770	366
7	0.1.21.5.1.2.1.7	Helicobacter_hepaticus	0	24058	2	0	542	900	0	794	1112	645	1348	1075	450	783	1984	4324	539	562	2873	1808	1120	1240	1138	819
7	0.1.21.5.1.2.1.8	Helicobacter_macacae	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.5.1.2.1.9	Helicobacter_muricola	0	10	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.5.1.2.1.10	Helicobacter_pylori	0	71575	64718	5656	177	165	0	0	4	0	133	127	0	0	1	3	167	187	0	1	3	3	106	124
7	0.1.21.5.1.2.1.11	Helicobacter_species	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.5.1.2.1.12	Helicobacter_species_CLO_3	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0
7	0.1.21.5.1.2.1.13	Helicobacter_species_GA_3	0	8	0	0	0	0	0	1	3	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
7	0.1.21.5.1.2.1.14	Helicobacter_species_IMMIB_HP_28_08	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
7	0.1.21.5.1.2.1.15	Helicobacter_species_MIT_075165	0	31	0	0	1	4	0	3	4	1	1	0	9	1	2	0	1	0	4	0	0	0	0	0
7	0.1.21.5.1.2.1.16	Helicobacter_species_MIT_98_5357	0	2077	0	0	58	80	0	63	154	27	50	83	147	149	113	117	73	88	261	371	89	62	40	52
7	0.1.21.5.1.2.1.17	Helicobacter_species_MZ_640285	0	8	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
7	0.1.21.5.1.2.1.18	Helicobacter_typhlonius	0	267920	16	2	8300	11886	5	5229	8246	6341	10529	9499	3370	10818	16747	27420	12251	6522	36125	24405	11980	17572	26420	14237
6	0.1.21.5.1.2.2	Sulfuricurvum	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
7	0.1.21.5.1.2.2.1	Candidatus_Sulfuricurvum_species_RIFRC_1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
4	0.1.21.5.2	Nautiliales	1	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0
5	0.1.21.5.2.1	Nautiliaceae	1	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0
6	0.1.21.5.2.1.1	Lebetimonas	1	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0
7	0.1.21.5.2.1.1.1	Lebetimonas_acidiphila	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0
3	0.1.21.6	Gammaproteobacteria	16	1213215	110584	232803	31714	39667	10	46080	25818	25643	31507	37310	58009	69513	57482	56754	43604	49681	59868	64385	48428	45978	33898	44479
4	0.1.21.6.1	Acidiferrobacterales	1	13	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	4	3	0
5	0.1.21.6.1.1	Acidiferrobacteraceae	1	13	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	4	3	0
6	0.1.21.6.1.1.1	Acidiferrobacter	1	13	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	4	3	0
7	0.1.21.6.1.1.1.1	Acidiferrobacter_thiooxydans	0	13	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	4	3	0
4	0.1.21.6.2	Aeromonadales	2	51	0	0	2	0	0	4	4	0	7	0	3	7	0	0	1	6	0	12	3	2	0	0
5	0.1.21.6.2.1	Aeromonadaceae	3	44	0	0	2	0	0	4	4	0	5	0	3	7	0	0	1	6	0	12	0	0	0	0
6	0.1.21.6.2.1.1	Aeromonas	4	25	0	0	1	0	0	2	0	0	5	0	3	7	0	0	0	0	0	7	0	0	0	0
7	0.1.21.6.2.1.1.1	Aeromonas_caviae	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.2.1.1.2	Aeromonas_dhakensis	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.2.1.1.3	Aeromonas_hydrophila	0	18	0	0	1	0	0	2	0	0	0	0	3	5	0	0	0	0	0	7	0	0	0	0
7	0.1.21.6.2.1.1.4	Aeromonas_veronii	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.2.1.2	Oceanimonas	3	15	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	6	0	5	0	0	0	0
7	0.1.21.6.2.1.2.1	Oceanimonas_doudoroffii	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
7	0.1.21.6.2.1.2.2	Oceanimonas_species_G2DM_26	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0
7	0.1.21.6.2.1.2.3	Oceanimonas_species_SDT4S12	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.2.1.3	Tolumonas	1	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.2.1.3.1	Tolumonas_auensis	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.21.6.2.2	Succinivibrionaceae	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0
6	0.1.21.6.2.2.1	Anaerobiospeciesrillum	1	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0
7	0.1.21.6.2.2.1.1	Anaerobiospirillum_species_3J102	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0
4	0.1.21.6.3	Alteromonadales	6	421	0	0	47	59	0	8	5	0	49	40	5	24	3	2	47	36	6	23	9	7	27	24
5	0.1.21.6.3.1	Alteromonadaceae	3	303	0	0	47	39	0	2	0	0	48	28	0	0	3	0	45	33	0	8	0	3	25	22
6	0.1.21.6.3.1.1	Aliiglaciecola	1	285	0	0	47	39	0	0	0	0	48	28	0	0	0	0	45	33	0	0	0	0	25	20
7	0.1.21.6.3.1.1.1	Aliiglaciecola_lipolytica	0	285	0	0	47	39	0	0	0	0	48	28	0	0	0	0	45	33	0	0	0	0	25	20
6	0.1.21.6.3.1.2	Alteromonas	2	8	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
7	0.1.21.6.3.1.2.1	Alteromonas_genovensis	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
7	0.1.21.6.3.1.2.2	Alteromonas_marina	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.3.1.3	Marinobacter	3	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	3	0	0
7	0.1.21.6.3.1.3.1	Marinobacter_hydrocarbonoclasticus	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
7	0.1.21.6.3.1.3.2	Marinobacter_species_Anaero4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0
7	0.1.21.6.3.1.3.3	Marinobacter_species_EM9b	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
5	0.1.21.6.3.2	Colwelliaceae	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.3.2.1	Thalassomonas	1	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.3.2.1.1	Thalassomonas_actiniarum	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.21.6.3.3	Idiomarinaceae	1	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.3.3.1	Idiomarina	2	4	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.3.3.1.1	Idiomarina_species_OM2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.3.3.1.2	Idiomarina_species_PL006	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.21.6.3.4	Moritellaceae	1	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
6	0.1.21.6.3.4.1	Moritella	1	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
7	0.1.21.6.3.4.1.1	Moritella_species_JT01	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0
5	0.1.21.6.3.5	Pseudoalteromonadaceae	1	86	0	0	0	17	0	4	4	0	0	8	5	17	0	2	2	3	6	11	4	3	0	0
6	0.1.21.6.3.5.1	Pseudoalteromonas	5	86	0	0	0	17	0	4	4	0	0	8	5	17	0	2	2	3	6	11	4	3	0	0
7	0.1.21.6.3.5.1.1	Pseudoalteromonas_species_1011	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
7	0.1.21.6.3.5.1.2	Pseudoalteromonas_species_ARCTIC_P31	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.3.5.1.3	Pseudoalteromonas_species_E36	0	59	0	0	0	14	0	4	4	0	0	3	2	3	0	2	0	3	6	11	4	3	0	0
7	0.1.21.6.3.5.1.4	Pseudoalteromonas_species_MB101	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.3.5.1.5	Pseudoalteromonas_species_enrichment_culture_clone_A048	0	20	0	0	0	3	0	0	0	0	0	2	3	12	0	0	0	0	0	0	0	0	0	0
5	0.1.21.6.3.6	Shewanellaceae	1	18	0	0	0	0	0	2	1	0	1	0	0	5	0	0	0	0	0	4	0	1	2	2
6	0.1.21.6.3.6.1	Shewanella	3	18	0	0	0	0	0	2	1	0	1	0	0	5	0	0	0	0	0	4	0	1	2	2
7	0.1.21.6.3.6.1.1	Shewanella_species_MTW_1	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	1	2
7	0.1.21.6.3.6.1.2	Shewanella_violacea	0	6	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.3.6.1.3	Shewanella_waksmanii	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
4	0.1.21.6.4	Cardiobacteriales	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.21.6.4.1	Cardiobacteriaceae	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.4.1.1	Dichelobacter	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.4.1.1.1	Dichelobacter_nodosus	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.21.6.5	Cellvibrionales	2	9	0	0	0	2	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
5	0.1.21.6.5.1	Cellvibrionaceae	2	7	0	0	0	0	0	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0
6	0.1.21.6.5.1.1	Simiduia	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
7	0.1.21.6.5.1.1.1	Simiduia_agarivorans	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
6	0.1.21.6.5.1.2	Teredinibacter	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.5.1.2.1	Teredinibacter_turnerae	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
5	0.1.21.6.5.2	Spongiibacteraceae	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.5.2.1	Dasania	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.5.2.1.1	Dasania_marina	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.21.6.6	Chromatiales	3	829	0	0	94	85	0	4	17	2	62	88	11	24	5	16	107	118	20	14	14	11	54	83
5	0.1.21.6.6.1	Chromatiaceae	4	88	0	0	0	4	0	4	8	2	6	2	1	14	1	4	4	0	7	4	13	2	4	8
6	0.1.21.6.6.1.1	Chromatium	1	12	0	0	0	3	0	0	0	0	1	2	0	1	1	0	0	0	1	0	2	0	0	1
7	0.1.21.6.6.1.1.1	Chromatium_species_NZ	0	12	0	0	0	3	0	0	0	0	1	2	0	1	1	0	0	0	1	0	2	0	0	1
6	0.1.21.6.6.1.2	Lamprocystis	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.6.1.2.1	Lamprocystis_purpurea	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.6.1.3	Marichromatium	1	6	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.6.1.3.1	Marichromatium_species_AQM2	0	6	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.6.1.4	Nitrosococcus	1	67	0	0	0	1	0	4	3	2	5	0	0	10	0	4	4	0	6	4	11	2	4	7
7	0.1.21.6.6.1.4.1	Nitrosococcus_oceani	0	67	0	0	0	1	0	4	3	2	5	0	0	10	0	4	4	0	6	4	11	2	4	7
5	0.1.21.6.6.2	Ectothiorhodospeciesraceae	2	121	0	0	4	2	0	0	9	0	6	19	10	10	4	12	3	4	13	10	1	9	3	2
6	0.1.21.6.6.2.1	Halopeptonella	1	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
7	0.1.21.6.6.2.1.1	Halopeptonella_vilamensis	0	7	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
6	0.1.21.6.6.2.2	Spiribacter	1	114	0	0	4	2	0	0	9	0	6	19	3	10	4	12	3	4	13	10	1	9	3	2
