taxlevel	rankID	taxon	daughterlevels	total	ADenoma12	Ademona1	Adenoma10	Adenoma11	Adenoma13	Adenoma14	Adenoma15	Adenoma16	Adenoma17	Adenoma18	Adenoma19	Adenoma2	Adenoma20	Adenoma21	Adenoma22	Adenoma23	Adenoma24	Adenoma25	Adenoma26	Adenoma27	Adenoma28	Adenoma29	Adenoma3	Adenoma30	Adenoma4	Adenoma5	Adenoma6	Adenoma7	Adenoma8	Adenoma9	Cancer1	Cancer10	Cancer11	Cancer12	Cancer13	Cancer14	Cancer15	Cancer16	Cancer17	Cancer18	Cancer19	Cancer2	Cancer20	Cancer21	Cancer22	Cancer23	Cancer24	Cancer25	Cancer26	Cancer27	Cancer28	Cancer29	Cancer3	Cancer30	Cancer4	Cancer5	Cancer6	Cancer7	Cancer8	Cancer9	Healthy1	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy2	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy3	Healthy30	Healthy4	Healthy5	Healthy6	Healthy7	Healthy8	Healthy9	mock1	mock2
7	0.1.4.2.1.15.1.1	Syntrophomonas_curvata	0	62	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.4.2.2	Thermoanaerobacterales	1	1448	0	18	8	0	14	32	4	2	5	0	1	4	0	0	0	0	1	5	3	2	5	18	0	0	5	54	8	0	4	7	22	26	0	46	41	3	94	0	78	1	1	37	0	4	110	0	10	0	0	0	0	0	0	4	12	38	6	1	17	0	1	1	0	13	154	22	3	0	23	8	42	23	10	0	61	2	1	0	0	5	10	39	3	107	0	47	0	0	88	33	0	1
5	0.1.4.2.2.1	Thermoanaerobacterales_Family_III	1	1448	0	18	8	0	14	32	4	2	5	0	1	4	0	0	0	0	1	5	3	2	5	18	0	0	5	54	8	0	4	7	22	26	0	46	41	3	94	0	78	1	1	37	0	4	110	0	10	0	0	0	0	0	0	4	12	38	6	1	17	0	1	1	0	13	154	22	3	0	23	8	42	23	10	0	61	2	1	0	0	5	10	39	3	107	0	47	0	0	88	33	0	1
6	0.1.4.2.2.1.1	Caldicellulosiruptor	1	1448	0	18	8	0	14	32	4	2	5	0	1	4	0	0	0	0	1	5	3	2	5	18	0	0	5	54	8	0	4	7	22	26	0	46	41	3	94	0	78	1	1	37	0	4	110	0	10	0	0	0	0	0	0	4	12	38	6	1	17	0	1	1	0	13	154	22	3	0	23	8	42	23	10	0	61	2	1	0	0	5	10	39	3	107	0	47	0	0	88	33	0	1
7	0.1.4.2.2.1.1.1	Caldicellulosiruptor_owensensis	0	1448	0	18	8	0	14	32	4	2	5	0	1	4	0	0	0	0	1	5	3	2	5	18	0	0	5	54	8	0	4	7	22	26	0	46	41	3	94	0	78	1	1	37	0	4	110	0	10	0	0	0	0	0	0	4	12	38	6	1	17	0	1	1	0	13	154	22	3	0	23	8	42	23	10	0	61	2	1	0	0	5	10	39	3	107	0	47	0	0	88	33	0	1
3	0.1.4.3	Erysipelotrichia	1	52894	6	279	47	9	176	3440	8	11	83	470	540	16	80	15	9	6997	2	803	1518	4	138	15	5	62	17	189	33	2	8	2	4	291	538	0	9	220	76	38	18	2	0	1	9	101	4	148	142	57	3826	49	5	55	1000	333	1274	10	193	2	3	9	4	655	87	3261	0	100	4607	5	51	1889	226	448	6	966	42	364	1	7	6	9	181	7898	2568	2208	2575	1077	46	7	12	12	100	75
4	0.1.4.3.1	Erysipelotrichales	1	52894	6	279	47	9	176	3440	8	11	83	470	540	16	80	15	9	6997	2	803	1518	4	138	15	5	62	17	189	33	2	8	2	4	291	538	0	9	220	76	38	18	2	0	1	9	101	4	148	142	57	3826	49	5	55	1000	333	1274	10	193	2	3	9	4	655	87	3261	0	100	4607	5	51	1889	226	448	6	966	42	364	1	7	6	9	181	7898	2568	2208	2575	1077	46	7	12	12	100	75
5	0.1.4.3.1.1	Erysipelotrichaceae	2	52894	6	279	47	9	176	3440	8	11	83	470	540	16	80	15	9	6997	2	803	1518	4	138	15	5	62	17	189	33	2	8	2	4	291	538	0	9	220	76	38	18	2	0	1	9	101	4	148	142	57	3826	49	5	55	1000	333	1274	10	193	2	3	9	4	655	87	3261	0	100	4607	5	51	1889	226	448	6	966	42	364	1	7	6	9	181	7898	2568	2208	2575	1077	46	7	12	12	100	75
6	0.1.4.3.1.1.1	Holdemanella	1	24063	1	0	0	1	1	1144	3	1	0	0	1	0	0	0	2	4	0	4	1518	1	2	2	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	971	0	4	0	0	2	0	0	0	3	3	3259	0	5	4	2	4	1883	2	1	5	964	0	363	1	5	5	4	96	7639	2409	1792	1924	4	5	4	4	2	0	0
7	0.1.4.3.1.1.1.1	Holdemanella_biformis	0	24063	1	0	0	1	1	1144	3	1	0	0	1	0	0	0	2	4	0	4	1518	1	2	2	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	971	0	4	0	0	2	0	0	0	3	3	3259	0	5	4	2	4	1883	2	1	5	964	0	363	1	5	5	4	96	7639	2409	1792	1924	4	5	4	4	2	0	0
6	0.1.4.3.1.1.2	Turicibacter	1	28831	5	279	47	8	175	2296	5	10	83	470	539	16	80	15	7	6993	2	799	0	3	136	13	1	62	17	189	33	2	7	2	4	290	538	0	9	220	76	38	18	1	0	1	9	101	4	148	142	57	3826	47	5	55	29	333	1270	10	193	0	3	9	4	652	84	2	0	95	4603	3	47	6	224	447	1	2	42	1	0	2	1	5	85	259	159	416	651	1073	41	3	8	10	100	75
7	0.1.4.3.1.1.2.1	Turicibacter_sanguinis	0	28831	5	279	47	8	175	2296	5	10	83	470	539	16	80	15	7	6993	2	799	0	3	136	13	1	62	17	189	33	2	7	2	4	290	538	0	9	220	76	38	18	1	0	1	9	101	4	148	142	57	3826	47	5	55	29	333	1270	10	193	0	3	9	4	652	84	2	0	95	4603	3	47	6	224	447	1	2	42	1	0	2	1	5	85	259	159	416	651	1073	41	3	8	10	100	75
3	0.1.4.4	Negativicutes	3	336317	513	4462	1785	2022	96	23706	380	69	1085	72	207	304	11	116	343	8810	21	7913	6	3643	7227	2229	1538	1346	328	2555	1273	20467	1227	130	4139	6087	7377	17	5742	7184	1707	8244	1431	8809	4600	629	9978	3328	17147	50	4651	37	6	34	6791	4528	605	2612	315	14933	2972	97	1213	75	1861	2376	28	2907	23300	6656	272	511	807	41	11570	7	984	718	2348	53	36	288	1962	405	3187	816	2644	2685	509	15252	7360	201	22483	4816	9	3
4	0.1.4.4.1	Acidaminococcales	1	224979	503	7	3	2014	93	6	118	32	6	71	176	4	3	113	343	8803	6	7904	5	3641	7225	2225	1526	28	319	2537	6	2	23	76	4132	4984	7376	16	5738	7177	1701	8008	14	8794	4547	623	9977	14	17142	34	4643	27	3	25	6789	28	604	2605	307	14932	2922	81	10	8	10	8	15	66	26	6637	249	10	783	8	11569	6	980	718	80	50	32	284	5	405	3181	803	5	2680	21	15245	7359	187	22466	8	2	2
5	0.1.4.4.1.1	Acidaminococcaceae	1	224979	503	7	3	2014	93	6	118	32	6	71	176	4	3	113	343	8803	6	7904	5	3641	7225	2225	1526	28	319	2537	6	2	23	76	4132	4984	7376	16	5738	7177	1701	8008	14	8794	4547	623	9977	14	17142	34	4643	27	3	25	6789	28	604	2605	307	14932	2922	81	10	8	10	8	15	66	26	6637	249	10	783	8	11569	6	980	718	80	50	32	284	5	405	3181	803	5	2680	21	15245	7359	187	22466	8	2	2
6	0.1.4.4.1.1.1	Phascolarctobacterium	2	224979	503	7	3	2014	93	6	118	32	6	71	176	4	3	113	343	8803	6	7904	5	3641	7225	2225	1526	28	319	2537	6	2	23	76	4132	4984	7376	16	5738	7177	1701	8008	14	8794	4547	623	9977	14	17142	34	4643	27	3	25	6789	28	604	2605	307	14932	2922	81	10	8	10	8	15	66	26	6637	249	10	783	8	11569	6	980	718	80	50	32	284	5	405	3181	803	5	2680	21	15245	7359	187	22466	8	2	2
7	0.1.4.4.1.1.1.1	Phascolarctobacterium_faecium	0	199560	503	6	0	2013	5	6	116	32	6	2	176	4	3	113	343	8803	6	7904	4	4	7223	2224	1525	28	317	0	4	1	22	0	4131	4983	7376	16	5737	31	1700	8006	14	8790	4545	27	9975	13	17140	33	4641	27	2	25	6788	27	603	0	11	14932	14	78	9	7	10	8	15	66	25	6637	6	10	35	7	11568	6	66	717	80	50	2	284	4	404	3180	12	5	2	21	15245	7357	187	22466	8	1	2
7	0.1.4.4.1.1.1.2	Phascolarctobacterium_succinatutens	0	25419	0	1	3	1	88	0	2	0	0	69	0	0	0	0	0	0	0	0	1	3637	2	1	1	0	2	2537	2	1	1	76	1	1	0	0	1	7146	1	2	0	4	2	596	2	1	2	1	2	0	1	0	1	1	1	2605	296	0	2908	3	1	1	0	0	0	0	1	0	243	0	748	1	1	0	914	1	0	0	30	0	1	1	1	791	0	2678	0	0	2	0	0	0	1	0
4	0.1.4.4.2	Selenomonadales	1	241	0	2	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	7	0	0	0	0	0	9	1	8	0	0	0	45	0	0	0	0	0	0	3	0	0	10	0	3	0	25	0	0	0	0	0	0	0	0	0	5	7	0	50	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
5	0.1.4.4.2.1	Sporomusaceae	1	241	0	2	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	7	0	0	0	0	0	9	1	8	0	0	0	45	0	0	0	0	0	0	3	0	0	10	0	3	0	25	0	0	0	0	0	0	0	0	0	5	7	0	50	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
6	0.1.4.4.2.1.1	Dendrospeciesrobacter	1	241	0	2	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	7	0	0	0	0	0	9	1	8	0	0	0	45	0	0	0	0	0	0	3	0	0	10	0	3	0	25	0	0	0	0	0	0	0	0	0	5	7	0	50	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7	0.1.4.4.2.1.1.1	Dendrosporobacter_quercicolus	0	241	0	2	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	7	0	0	0	0	0	9	1	8	0	0	0	45	0	0	0	0	0	0	3	0	0	10	0	3	0	25	0	0	0	0	0	0	0	0	0	5	7	0	50	0	0	0	0	0	0	0	0	0	0	0	9	15	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
4	0.1.4.4.3	Veillonellales	1	111097	10	4453	1782	8	3	23700	262	37	1079	1	12	280	8	3	0	7	15	2	1	2	2	4	12	1309	8	10	1267	20465	1204	9	7	1103	1	1	4	7	3	236	1417	5	53	3	1	3289	5	16	8	10	3	9	2	4500	1	2	1	1	0	16	1203	67	1851	2368	13	2841	23274	19	23	501	15	18	1	1	4	0	2268	3	3	4	1957	0	4	13	2639	5	488	7	1	14	17	4808	7	1
5	0.1.4.4.3.1	Veillonellaceae	2	111097	10	4453	1782	8	3	23700	262	37	1079	1	12	280	8	3	0	7	15	2	1	2	2	4	12	1309	8	10	1267	20465	1204	9	7	1103	1	1	4	7	3	236	1417	5	53	3	1	3289	5	16	8	10	3	9	2	4500	1	2	1	1	0	16	1203	67	1851	2368	13	2841	23274	19	23	501	15	18	1	1	4	0	2268	3	3	4	1957	0	4	13	2639	5	488	7	1	14	17	4808	7	1
6	0.1.4.4.3.1.1	Dialister	1	110720	10	4447	1782	8	3	23700	262	20	1079	1	12	280	8	3	0	5	1	2	1	1	2	4	12	1309	8	10	1267	20463	1204	9	0	1103	1	1	4	7	2	1	1417	1	8	2	1	3289	1	15	8	8	3	9	2	4496	1	2	1	1	0	16	1203	67	1851	2368	13	2841	23269	19	8	501	15	18	1	1	4	0	2268	3	3	4	1952	0	4	12	2639	0	488	7	1	14	17	4808	7	1
7	0.1.4.4.3.1.1.1	Dialister_invisus	0	110720	10	4447	1782	8	3	23700	262	20	1079	1	12	280	8	3	0	5	1	2	1	1	2	4	12	1309	8	10	1267	20463	1204	9	0	1103	1	1	4	7	2	1	1417	1	8	2	1	3289	1	15	8	8	3	9	2	4496	1	2	1	1	0	16	1203	67	1851	2368	13	2841	23269	19	8	501	15	18	1	1	4	0	2268	3	3	4	1952	0	4	12	2639	0	488	7	1	14	17	4808	7	1
6	0.1.4.4.3.1.2	Megaspeciesaera	2	377	0	6	0	0	0	0	0	17	0	0	0	0	0	0	0	2	14	0	0	1	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	1	235	0	4	45	1	0	0	4	1	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	5	0	0	0	0	0	0	0	0
7	0.1.4.4.3.1.2.1	Megasphaera_micronuciformis	0	130	0	6	0	0	0	0	0	16	0	0	0	0	0	0	0	2	14	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	43	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	15	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	5	0	0	0	0	0	0	0	0
7	0.1.4.4.3.1.2.2	Megasphaera_species_oral_clone_BB166	0	247	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	235	0	0	2	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.1.4.5	Tissierellia	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	27	0	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	4	0	1	0	0	1	0	0
4	0.1.4.5.1	Tissierellales	1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	27	0	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	4	0	1	0	0	1	0	0
5	0.1.4.5.1.1	Peptoniphilaceae	2	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	27	0	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	4	0	1	0	0	1	0	0
6	0.1.4.5.1.1.1	Finegoldia	1	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0	1	0	0
7	0.1.4.5.1.1.1.1	Finegoldia_magna	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	4	0	0	0	0	1	0	0
6	0.1.4.5.1.1.2	Peptoniphilus	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
7	0.1.4.5.1.1.2.1	Peptoniphilus_duerdenii	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
2	0.1.5	Fusobacteria	1	345556	0	0	2	0	0	0	1	1	0	0	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	15	2	52	39	94	75	12	13	5	7	10	13	48378	61	15	10	9	15	9	112	1	1	0	0	64	0	59	54	50	294149	71	57	10	0	0	0	24	0	1	2	0	0	3	1	0	103	2	0	0	30	9	2	0	0	0	0	1	0	1876	1	0	0	0	0
3	0.1.5.1	Fusobacteriia	1	345556	0	0	2	0	0	0	1	1	0	0	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	15	2	52	39	94	75	12	13	5	7	10	13	48378	61	15	10	9	15	9	112	1	1	0	0	64	0	59	54	50	294149	71	57	10	0	0	0	24	0	1	2	0	0	3	1	0	103	2	0	0	30	9	2	0	0	0	0	1	0	1876	1	0	0	0	0
4	0.1.5.1.1	Fusobacteriales	1	345556	0	0	2	0	0	0	1	1	0	0	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	15	2	52	39	94	75	12	13	5	7	10	13	48378	61	15	10	9	15	9	112	1	1	0	0	64	0	59	54	50	294149	71	57	10	0	0	0	24	0	1	2	0	0	3	1	0	103	2	0	0	30	9	2	0	0	0	0	1	0	1876	1	0	0	0	0
5	0.1.5.1.1.1	Fusobacteriaceae	1	345556	0	0	2	0	0	0	1	1	0	0	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	15	2	52	39	94	75	12	13	5	7	10	13	48378	61	15	10	9	15	9	112	1	1	0	0	64	0	59	54	50	294149	71	57	10	0	0	0	24	0	1	2	0	0	3	1	0	103	2	0	0	30	9	2	0	0	0	0	1	0	1876	1	0	0	0	0
6	0.1.5.1.1.1.1	Fusobacterium	1	345556	0	0	2	0	0	0	1	1	0	0	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	15	2	52	39	94	75	12	13	5	7	10	13	48378	61	15	10	9	15	9	112	1	1	0	0	64	0	59	54	50	294149	71	57	10	0	0	0	24	0	1	2	0	0	3	1	0	103	2	0	0	30	9	2	0	0	0	0	1	0	1876	1	0	0	0	0
7	0.1.5.1.1.1.1.1	Fusobacterium_species_DJF_B100	0	345556	0	0	2	0	0	0	1	1	0	0	9	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22	15	2	52	39	94	75	12	13	5	7	10	13	48378	61	15	10	9	15	9	112	1	1	0	0	64	0	59	54	50	294149	71	57	10	0	0	0	24	0	1	2	0	0	3	1	0	103	2	0	0	30	9	2	0	0	0	0	1	0	1876	1	0	0	0	0
2	0.1.6	Proteobacteria	5	600829	8300	21081	696	2471	5270	14840	38845	47948	1062	2500	364	424	81	301	462	2274	3461	815	3981	1532	605	589	676	1146	596	3052	803	2229	434	1837	1967	1837	13326	238	4150	9710	1436	17368	1171	24337	4320	3550	4296	1900	4982	22577	564	26623	31570	6236	37	535	345	1587	663	2704	4809	74341	3372	419	210	1012	8324	1000	15891	2557	3246	2326	1251	980	7796	1372	1372	1011	6370	505	2567	7329	1119	860	1856	754	5528	10627	401	2503	10986	2835	8909	11716	28358	9613
3	0.1.6.1	Alphaproteobacteria	6	11258	0	18	0	18	31	4	6	16	3	106	0	18	7	1	0	6	6	16	84	5	73	0	0	99	7	36	39	3	0	40	52	1	18	0	134	0	2	0	45	8	0	135	0	0	13	58	1	318	0	12	4	0	0	14	0	0	15	0	15	0	0	0	2	71	0	4	12	1	6	5	429	0	85	3	1	55	352	735	1	699	2	71	318	244	0	12	1	306	4953	6	927	470
4	0.1.6.1.1	Kiloniellales	1	713	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	693	0	0	0	0	0	0	0	0	0	0	0	0
5	0.1.6.1.1.1	Kiloniellaceae	1	713	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	693	0	0	0	0	0	0	0	0	0	0	0	0
6	0.1.6.1.1.1.1	Kiloniella	1	713	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	693	0	0	0	0	0	0	0	0	0	0	0	0
7	0.1.6.1.1.1.1.1	Kiloniella_species_soj2014	0	713	0	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	693	0	0	0	0	0	0	0	0	0	0	0	0
4	0.1.6.1.2	Rhizobiales	1	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	2	0	0
5	0.1.6.1.2.1	Methylobacteriaceae	1	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	2	0	0
6	0.1.6.1.2.1.1	Methylobacterium	1	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	2	0	0
7	0.1.6.1.2.1.1.1	Methylobacterium_species_MM70	0	19	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	2	0	0
4	0.1.6.1.3	Rhodobacterales	1	4054	0	17	0	18	31	0	6	0	0	103	0	0	0	0	0	5	0	7	0	0	0	0	0	97	0	0	32	1	0	0	43	1	15	0	134	0	0	0	0	8	0	53	0	0	9	1	1	317	0	0	0	0	0	14	0	0	15	0	2	0	0	0	0	68	0	0	0	0	5	0	423	0	0	1	1	1	196	719	0	3	0	0	0	5	0	6	0	299	0	0	927	470
5	0.1.6.1.3.1	Rhodobacteraceae	1	4054	0	17	0	18	31	0	6	0	0	103	0	0	0	0	0	5	0	7	0	0	0	0	0	97	0	0	32	1	0	0	43	1	15	0	134	0	0	0	0	8	0	53	0	0	9	1	1	317	0	0	0	0	0	14	0	0	15	0	2	0	0	0	0	68	0	0	0	0	5	0	423	0	0	1	1	1	196	719	0	3	0	0	0	5	0	6	0	299	0	0	927	470
6	0.1.6.1.3.1.1	Rhodobacter	1	4054	0	17	0	18	31	0	6	0	0	103	0	0	0	0	0	5	0	7	0	0	0	0	0	97	0	0	32	1	0	0	43	1	15	0	134	0	0	0	0	8	0	53	0	0	9	1	1	317	0	0	0	0	0	14	0	0	15	0	2	0	0	0	0	68	0	0	0	0	5	0	423	0	0	1	1	1	196	719	0	3	0	0	0	5	0	6	0	299	0	0	927	470
7	0.1.6.1.3.1.1.1	Rhodobacter_speciesaeroides	0	4054	0	17	0	18	31	0	6	0	0	103	0	0	0	0	0	5	0	7	0	0	0	0	0	97	0	0	32	1	0	0	43	1	15	0	134	0	0	0	0	8	0	53	0	0	9	1	1	317	0	0	0	0	0	14	0	0	15	0	2	0	0	0	0	68	0	0	0	0	5	0	423	0	0	1	1	1	196	719	0	3	0	0	0	5	0	6	0	299	0	0	927	470
4	0.1.6.1.4	Rhodospeciesrillales	1	6354	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	9	84	0	67	0	0	0	0	36	0	0	0	40	6	0	0	0	0	0	2	0	43	0	0	79	0	0	2	57	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	4	1	1	1	1	0	85	0	0	54	156	16	0	0	2	69	318	239	0	0	0	1	4953	0	0	0
5	0.1.6.1.4.1	Rhodospirillaceae	3	6354	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	9	84	0	67	0	0	0	0	36	0	0	0	40	6	0	0	0	0	0	2	0	43	0	0	79	0	0	2	57	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	4	1	1	1	1	0	85	0	0	54	156	16	0	0	2	69	318	239	0	0	0	1	4953	0	0	0
6	0.1.6.1.4.1.1	Aestuariispira	1	272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	19	0	0	0	0	0	0	36	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	79	0	0	2	57	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0
7	0.1.6.1.4.1.1.1	Aestuariispira_insulae	0	272	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	19	0	0	0	0	0	0	36	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	79	0	0	2	57	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0
